id,name,address,addressNumber,zipCode,districtCode,districtName,altitude,nearbyStations/0,location/lat,location/lon,stationType,nearbyStations/1,nearbyStations/2,nearbyStations/3
253,253 DANTE-TOLSTOI ,253 - Dante-Tolstoi,S/N,11510,1,Ampliación Granada,,195,19.425835,-99.177924,"BIKE,TPV",252,261,
255,255 JOSE ROSAS MORENO-GUILLERMO PRIETO ,255-Jose Rosas Moreno-Guillermo Prieto,S/N,,1,Ampliación Granada,,160,19.437159,-99.161808,BIKE,183,257,
259,259 TÓMAS ALVA EDISON-PONCIANO ARRIAGA ,259 - Tómas Alva Edison-Ponciano Arriaga,S/N,,1,Ampliación Granada,,256,19.43757,-99.15468,BIKE,,,
264,264 HÉROES FERROCARRILEROS-AV. CENTRAL,264 - H. Ferrocarrileros - Jesús Garcia ,S/N,,1,Ampliación Granada,,265,19.440985,-99.152935,BIKE,266,268,
265,265 HÉROES FERROCARRILEROS-JESÚS GARCIA,265 - Jesús Garcia-Héroes Ferrocarrileros,S/N,,1,Ampliación Granada,,264,19.440839,-99.152265,"BIKE,TPV",275,,
261,261 PASEO DE LA REFORMA-RÍO RÓDANO ,261 Paseo de la Reforma-Río Ródano,S/N,,1,Ampliación Granada,,195,19.423704,-99.175196,BIKE,252,253,
271,271 AV. CENTRAL-J. MENESES ,271 Av. Jesús García - J. Meneses,S/N,,1,Ampliación Granada,,266,19.442689,-99.152465,BIKE,267,272,
273,273 LUIS DONALDO COLOSIO-AV. CENTRAL,273 Luis Donaldo Colosio - Av. Jesus Garcia,S/N,,1,Ampliación Granada,,176,19.442707,-99.152956,BIKE,268,274,
277,277 AMPLIACIÓN TONALÁ-OBRERO MUNDIAL,277 - Ampliación Tonalá-Obrero Mundial,S/N,3020,1,Ampliación Granada,,165,19.401807,-99.15909,BIKE,276,280,
278,278 MIER Y PESADO-OBRERO MUNDIAL,278 - Mier Y Pesado-Obrero Mundial,S/N,3103,1,Ampliación Granada,,164,19.40071,-99.163831,BIKE,279,282,
283,283 AV. COYOACÁN-RAFAEL DONDE,283 - Av. Coyoacán-Rafael Donde,S/N,3103,1,Ampliación Granada,,279,19.39827,-99.167383,BIKE,292,293,
288,288 11 DE ABRIL-AVENIDA 2,288 - 11 De Abril-Avenida 2,S/N,3800,1,Ampliación Granada,,287,19.396333,-99.183575,BIKE,310,311,
305,305 AVENIDA DEL PARQUE-ARIZONA,305 - Avenida Del Parque-Arizona,S/N,3810,1,Ampliación Granada,,304,19.394693,-99.175531,"BIKE,TPV",306,307,
308,308 NUEVA YORK-ARIZONA,308 - Nueva York-Arizona,S/N,3810,1,Ampliación Granada,,306,19.393594,-99.178072,BIKE,307,309,
310,310 CALLE 1-AV. PATRIOTISMO,310 - Calle 1-Av. Patriotismo,S/N,3800,1,Ampliación Granada,,309,19.395319,-99.181733,BIKE,311,312,
311,311 CALLE 5-AVENIDA REVOLUCIÓN,311 - Calle 5-Avenida Revolución,S/N,3800,1,Ampliación Granada,,310,19.393665,-99.185391,BIKE,312,328,
313,313 PENNSYLVANIA-OKLAHOMA,313 - Pennsylvania-Oklahoma,S/N,3810,1,Ampliación Granada,,308,19.391431,-99.178989,BIKE,309,314,
325,325 PROVIDENCIA -AVENIDA DEL VALLE,325 - Providencia -Avenida Del Valle,S/N,3100,1,Ampliación Granada,,316,19.3881779,-99.1696894,BIKE,335,336,
251,251 GOETHE-DARWIN ,251 - Goethe-Darwin,S/N,11510,2,Anzures,,248,19.429261,-99.17538,BIKE,249,252,
252,252 VICTOR HUGO-SHAKESPEARE ,252 - Víctor Hugo-Shakespeare,S/N,11510,2,Anzures,,249,19.427575,-99.17702,BIKE,251,253,
249,249 SHAKESPEARE-DARWIN ,249 - Shakespeare-Darwin,S/N,11510,2,Anzures,,248,19.429877,-99.177569,BIKE,250,251,
246,246 LEIBNITZ-THIERS,246 - Leibnitz-Thiers,S/N,11510,2,Anzures,,207,19.434147,-99.179835,BIKE,247,248,
247,247 HERSCHEL-ROUSSEAU ,247 - Herschel-Rousseau,S/N,11510,2,Anzures,,226,19.432102,-99.180565,BIKE,239,246,
452,452 LEIBNITZ-AV. EJERCITO NACIONAL,452 LEIBNITZ-AV. EJERCITO NACIONAL,S/N,,2,Anzures,,452,19.435031,-99.179838,BIKE,,,
439,439 AMORES-AVENIDA COYOACÁN,439 - Amores-Avenida Coyoacán,S/N,3240,ACA,Acacias,,433,19.36218889,-99.17246667,BIKE,434,438,
436,436 RODRIGUEZ SARO-BUFALLO,436 - Rodriguez Saro-Bufallo,S/N,3240,ACA,Acacias,,422,19.366217,-99.177819,BIKE,423,437,
423,423 MORAS-JOSÉ MARÍA RICO (EJE 8),423 - Moras-José María Rico (Eje 8),S/N,3240,ACA,Acacias,,422,19.367631,-99.175342,BIKE,436,437,
435,435 RODRIGUEZ SARO-AVENIDA COYOACÁN,435 - Rodriguez Saro-Avenida Coyoacán,S/N,3230,ACT,Actipan,,433,19.365154,-99.172906,BIKE,434,438,
420,420 MARÍA LUZ BRINGAS-OSO,420 - María Luz Bringas-Oso,S/N,3230,ACT,Actipan,,418,19.369723,-99.17964,BIKE,419,421,
421,421 MARÍA LUZ BRINGAS-OSO,421 - María Luz Bringas-Oso,S/N,3230,ACT,Actipan,,419,19.369467,-99.179401,BIKE,420,422,
422,422 BUFALO-JOSÉ MARÍA RICO (EJE 8),422 - Bufalo-José María Rico (Eje 8),S/N,3230,ACT,Actipan,,421,19.368356,-99.177487,BIKE,423,436,
349,349 AUGUSTO RODIN-AVENIDA SAN ANTONIO,349 - Augusto Rodin-Avenida San Antonio,S/N,3840,AMN,Ampliación Nápoles,,332,19.385688,-99.180857,BIKE,348,350,
334,334 NUEVA YORK-AV. INSURGENTES,334 - Nuerva York-Av. Insurgentes,S/N,3840,AMN,Ampliación Nápoles,,326,19.386568,-99.175089,BIKE,335,346,
326,326 EUGENIA-NEBRASKA,326 - Eugenia-Nebraska,S/N,3840,AMN,Ampliación Nápoles,,327,19.388978,-99.174811,BIKE,334,335,
266,266 AV. JESÚS GARCIA-CARLOS J. MENESES ,266 - Av. Jesús Garcia -  Carlos J. Meneses,S/N,,BUE,Buenavista,,267,19.444031,-99.152187,"BIKE,TPV",268,269,
267,267 AV. JESÜS GARCÏA-CARLOS J. MENESES,267 - Carlos J. Meneses - Av. jesús García,S/N,,BUE,Buenavista,,176,19.443735,-99.152203,BIKE,266,271,
268,268 LUIS DONALDO COLOSIO-AV.JESÚS GARCÍA ,268 Luis Donaldo Colosio - Av. Jesus Garcia,S/N,,BUE,Buenavista,,176,19.442448,-99.151586,BIKE,269,273,
269,269 LUIS DONALDO COLOSIO-ALDAMA ,269 Luis Donaldo Colosio - Aldama,S/N,,BUE,Buenavista,,176,19.442467,-99.151658,BIKE,268,273,
274,274 LUIS DONALDO COLOSIO-AV INSURGENTES NORTE ,274 Luis Donaldo Colosio - Av. Insurgentes Norte,S/N,,BUE,Buenavista,,176,19.442772,-99.153289,BIKE,268,273,
275,275 HÉROES FERROCARRILEROS-AV. INSURGENTES NORTE,275 Héroes Ferrocarrileros - Av. Jesús García,S/N,,BUE,Buenavista,,264,19.441062,-99.153164,BIKE,265,,
272,272 AV. CENTRAL-J. MENESES ,271 Av. Jesus Garcia - J. Meneses,S/N,,BUE,Buenavista,,266,19.443467,-99.152491,BIKE,267,271,
176,176 AV. JESÜS GARCÏA-LUIS DONALDO COLOSIO,176-LUIS DONALDO COLOSIO - AV. JESÜS GARCÏA,S/N,,BUE,Buenavista,,266,19.442689,-99.152286,BIKE,267,272,
353,353 CAROLINA-HOLBEIN,353 - Carolina-Holbein,S/N,3710,CDD,Ciudad de los Deportes,,354,19.382168,-99.178808,"BIKE,TPV",361,362,
348,348 INDIANA-AVENIDA SAN ANTONIO,348 - Indiana-Avenida San Antonio,S/N,3710,CDD,Ciudad de los Deportes,,347,19.385365,-99.178216,BIKE,349,350,
362,362 AUGUSTO RODIN-ALBERTO BALDERAS,362 - Augusto Rodin-Alberto Balderas,S/N,3710,CDD,Ciudad de los Deportes,,367,19.382207,-99.181043,BIKE,368,,
363,363 HOLBEIN-PAULO UCELLO,363 - Holbein-Paulo Ucello,S/N,3710,CDD,Ciudad de los Deportes,,362,19.380813,-99.183851,BIKE,367,,
262,262 REPUBLICA DE CUBA-REPUBLICA DE BRASIL ,262 - Republica de Cuba-Republica de Brasil,S/N,,CEN,Centro,,91,19.43693,-99.13395,"BIKE,TPV",92,93,
260,260 AV JUAREZ-BALDERAS ,260 - Av. Juárez-Balderas,S/N,,CEN,Centro,,29,19.435354,-99.147742,BIKE,,,
105,105 SAN JERONIMO-5 DE FEBRERO,105 - San Jerónimo-5 de Febrero,S/N,06500,CEN,Centro,,101,19.426755,-99.135014,BIKE,104,106,
106,106 SAN JERONIMO-JOSE MARIA PINO SUAREZ,106 - San Jerónimo-José María Pino Suarez,S/N,06500,CEN,Centro,,100,19.42649,-99.133537,BIKE,101,105,
107,107 TOLSA-BALDERAS,107 - Tolsa-Balderas,S/N,06500,CEN,Centro,,98,19.427329,-99.149971,BIKE,108,122,
108,108 TOLSA-BALDERAS,108 - Tolsa-Balderas,S/N,06500,CEN,Centro,,98,19.427305,-99.149533,"BIKE,TPV",107,122,
109,109 NEZAHUALCOYOTL-ISABEL LA CATOLICA,109 - Nezahualcóyotl-Isabel la Católica,S/N,06500,CEN,Centro,,104,19.425311,-99.137421,BIKE,105,106,
65,65 MARCONI-TACUBA,065 - Marconi - Tacuba,S/N,06170,CEN,Centro,,65,19.436142,-99.139906,BIKE,,,
87,87 GANTE-VENUSTIANO CARRANZA,087 - Gante - Venustiano Carranza,S/N,,CEN,Centro,,88,19.43182,-99.13974,"BIKE,TPV",95,96,
89,89 REPUBLICA DE GUATEMALA-MONTE DE PIEDAD,089 - República de Guatemala - Monte de Piedad,S/N,,CEN,Centro,,88,19.434946,-99.133989,"BIKE,TPV",,,
90,90 JOSE MARIA PINO SUAREZ-CORREGIDORA,090 - José María Pino Suárez - Corregidora,S/N,,CEN,Centro,,88,19.431698,-99.132446,"BIKE,TPV",,,
91,91 REPUBLICA DE CUBA-ALLENDE,091 - Republica de Cuba-Allende,S/N,06500,CEN,Centro,,92,19.4374,-99.137571,BIKE,93,,
92,92 SAN ILDEFONSO-REPUBLICA DE ARGENTINA,092 - San Ildefonso-República de Argentina,S/N,06500,CEN,Centro,,91,19.436531,-99.131497,BIKE,93,,
93,93 PALMA NORTE-REPUBLICA DE CUBA,093 - Palma Norte-Republica de Cuba,S/N,06500,CEN,Centro,,91,19.436741,-99.134811,BIKE,92,,
94,94 LIC. VERDAD-MONEDA,94 - Lic. Verdad-Moneda,S/N,,CEN,Centro,,94,19.433766,-99.130918,BIKE,,,
95,95 20 DE NOVIEMBRE-VENUSTIANO CARRANZA,095 - 20 de Noviembre-Venustiano Carranza,S/N,06500,CEN,Centro,,93,19.430722,-99.133698,BIKE,96,97,
96,96 LOPEZ-AYUNTAMIENTO,096 - López-Ayuntamiento,S/N,06500,CEN,Centro,,98,19.430625,-99.14248,BIKE,,,
97,97 REPUBLICA DE SALVADOR-PINO SUAREZ,097 - Republica de Salvador-Pino Suarez,S/N,06500,CEN,Centro,,100,19.429189,-99.132759,"BIKE,TPV",,,
98,98 EMILIO DONDE-AV. BALDERAS,098 - Emilio Dondé-Av. Balderas,S/N,06500,CEN,Centro,,107,19.430267,-99.14861,BIKE,108,,
99,99 ERNESTO PUGIBET-LUIS MOYA,99 - Ernesto Pugibet-Luis Moya,S/N,,CEN,Centro,,96,19.42995,-99.14591,BIKE,98,122,
100,100 20 DE NOVIEMBRE-MESONES,100 - 20 de Noviembre-Mesones,S/N,06500,CEN,Centro,,95,19.428485,-99.1338,BIKE,97,101,
101,101 1ER. CALLEJÓN DE MESONES-MESONES,1ER. CALLEJÓN DE MESONES - MESONES,S/N,,CEN,Centro,,100,19.428366,-99.135895,BIKE,104,105,
82,82 INDEPENDENCIA-MARROQUI,082 - Independencia - Marroquí,S/N,06100,CEN,Centro,,48,19.433115,-99.143686,"BIKE,TPV",,,
52,52 HIDALGO-TRUJANO,052 - Dolores - Juárez,S/N,06140,CEN,Centro,,52,19.436236,-99.142039,"BIKE,TPV",,,
48,48 INDEPENDENCIA-AZUETA,048 - Independencia - Azueta,S/N,06700,CEN,Centro,,82,19.433686,-99.146557,BIKE,,,
43,43 JUAREZ-REVILLAGIGEDO,043 - Revillagigedo - Juárez,S/N,06700,CEN,Centro,,82,19.435228,-99.146063,"BIKE,TPV",,,
29,29 REFORMA-BUCARELI,029 - Reforma - Bucareli,S/N,06500,CEN,Centro,,29,19.434913,-99.149939,"BIKE,TPV",,,
192,192 RUBEN DARIO-REFORMA,192 - Rubén Darío-Reforma,S/N,11510,CHA,Bosque de Chapultepec,,193,19.42592,-99.190755,"BIKE,TPV",234,238,
193,193 RUBEN DARIO-REFORMA,193 - Rubén Darío.Reforma,S/N,11510,CHA,Bosque de Chapultepec,,192,19.425907,-99.190733,BIKE,234,238,
194,194 CTO MAHATMA GANDHI-AV. PASEO DE LA REFORMA,194 - Av. Paseo de la Reforma-Circuito Mahatma Gandhi,S/N,11510,CHA,Bosque de Chapultepec,,195,19.424282,-99.180334,"BIKE,TPV",253,261,
195,195 AV. PASEO DE LA REFORMA-CTO MAHATMA GANDHI,195 - Circuito Mahatma Gandhi-Av. Paseo de la Reforma,S/N,,CHA,Bosque de Chapultepec,,194,19.424926,-99.185147,"BIKE,TPV",253,261,
258,258 CIRCUITO INTERIOR-JUAN ESCUTIA ,258 - Circuito Interior-Juan Escutia,S/N,,CON,Condesa,,36,19.4167,-99.1791,BIKE,49,53,
49,49 MAZATLAN-JUAN DE LA BARRERA,049 - Mazatlán - Juan de la Barrera,S/N,06140,CON,Condesa,,44,19.416712,-99.175704,BIKE,50,60,
50,50 CUERNAVACA-VERACRUZ,050 - Cuernavaca - Veracruz,S/N,06140,CON,Condesa,,44,19.416938,-99.173648,BIKE,49,57,58
53,53 FERNANDO MONTES DE OCA-TULA,053 - Fernando Montes de Oca - Tula,S/N,06140,CON,Condesa,,60,19.414773,-99.178433,BIKE,65,66,
54,54 PARQUE ESPAÑA-SONORA,054 - Parque España - Sonora,S/N,06700,CON,Condesa,,50,19.416215,-99.170825,"BIKE,TPV",51,58,63
58,58 PARQUE ESPAÑA-JUAN DE LA BARRERA,058 - Parque España - Juan de la Barrera,S/N,06140,CON,Condesa,,50,19.41568,-99.171793,BIKE,54,61,63
67,67 VICENTE SUAREZ-MICHOACAN,067 - Vicente Suárez - Michoacan,S/N,06170,CON,Condesa,,62,19.411797,-99.17588,BIKE,66,68,
68,68 TAMAULIPAS-MICHOACAN,068 - Tamaulipas - Michoacan,S/N,06170,CON,Condesa,,67,19.411556,-99.17406,"BIKE,TPV",71,74,
60,60 MAZATLAN-FERNANDO MONTES DE OCA,060 - Mazatlán - Fernando Montes de Oca,S/N,06140,CON,Condesa,,23,19.414191,-99.177123,BIKE,62,66,
62,62 FERNANDO MONTES DE OCA-AMATLAN,062 - Fernando Montes de Oca - Amatlan,S/N,06140,CON,Condesa,,67,19.413322,-99.175202,BIKE,71,74,
11,11 RIO AMAZONAS-RIO LERMA,011 - Río Amazonas - Rio Lerma,S/N,06500,CUA,Cuauhtémoc,,3,19.430992,-99.163593,BIKE,12,19,
20,20 REFORMA-RIO TAMESIS,020 - Reforma- Rio Tamesis,S/N,06500,CUA,Cuauhtémoc,,12,19.430964,-99.160206,BIKE,19,27,
18,18 REFORMA-RIO SENA,018 - Reforma - Rio Sena,S/N,06500,CUA,Cuauhtémoc,,17,19.42836,-99.165543,"BIKE,TPV",25,,
14,14 REFORMA-RIO DE PLATA,014 - Reforma - Rio de Plata,S/N,06500,CUA,Cuauhtémoc,,13,19.424768,-99.173261,BIKE,21,22,28
15,15 REFORMA-RIO MISSISSIPPI,015 - Reforma - Rio Mississippi,S/N,06500,CUA,Cuauhtémoc,,14,19.425477,-99.171567,"BIKE,TPV",16,22,23
4,4 RIO NILO-RIO PANUCO,004 - Río Nilo - Río Panuco,S/N,06500,CUA,Cuauhtémoc,,5,19.428309,-99.171713,BIKE,8,9,10
5,5 RIO PANUCO-RIO TIBER,005 - Río Pánuco Río Tiber,S/N,06500,CUA,Cuauhtémoc,,2,19.42972,-99.169363,BIKE,4,9,10
6,6 RIO PANUCO-RIO SENA,006 - Río Pánuco - Río Sena,S/N,06500,CUA,Cuauhtémoc,,1,19.430922,-99.166959,BIKE,3,5,10
7,7 RIO ELBA-RIO LERMA,007 - Río Elba - Río Lerma,S/N,06500,CUA,Cuauhtémoc,,13,19.425468,-99.175166,BIKE,14,21,28
1,1 RIO BALSAS-RIO SENA,001 - Río Balsas-Río Sena,S/N,06500,CUA,Cuauhtémoc,,2,19.433296,-99.168051,"BIKE,TPV",3,85,
2,2 RIO GUADALQUIVIR-RIO BALSAS,002 - Río Guadalquivir - Río Balsas,S/N,06500,CUA,Cuauhtémoc,,1,19.431386,-99.171695,BIKE,5,,
9,9 RIO GUADALQUIVIR-RIO LERMA,009 - Río Guadalquivir - Río Lerma,S/N,06500,CUA,Cuauhtémoc,,4,19.428009,-99.169918,BIKE,5,8,16
104,104 SAN JERONIMO-ISABEL LA CATOLICA,104 - San Jerónimo-Isabel la Católica,S/N,06500,CUA,Cuauhtémoc,,101,19.427059,-99.137116,"BIKE,TPV",105,109,
124,124 CLAUDIO BERNARD-DR. LICEAGA,124 - Claudio Bernard-Dr. Liceaga,S/N,06500,DOC,Doctores,,119,19.422392,-99.150358,BIKE,123,133,
122,122 JOSE MARIA VERTIZ-AV.DR. RIO DE LA LOZA,122 - José María Vértiz-Av. Dr. Río de la Loza,S/N,06500,DOC,Doctores,,99,19.425502,-99.146337,BIKE,108,110,
357,357 MATIAS ROMERO -AMORES,357 - Matias Romero -Amores,S/N,3100,DVC,Del Valle Centro,,356,19.380598,-99.1669248,BIKE,358,373,
